Indicator,State,Phase,Time Period,Time Period Start Date,Time Period End Date,Percent of Population,Region
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,3.3,41,2021-12-29,2022-01-10,31.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,3.3,41,2021-12-29,2022-01-10,34.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,3.3,41,2021-12-29,2022-01-10,40.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,California,3.3,41,2021-12-29,2022-01-10,31.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,3.3,41,2021-12-29,2022-01-10,30.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,3.3,41,2021-12-29,2022-01-10,31.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,3.3,41,2021-12-29,2022-01-10,30.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,3.3,41,2021-12-29,2022-01-10,35.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,3.3,41,2021-12-29,2022-01-10,33.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,3.3,41,2021-12-29,2022-01-10,29.4,South
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,3.3,41,2021-12-29,2022-01-10,32.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,3.3,41,2021-12-29,2022-01-10,28.8,West
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,3.3,41,2021-12-29,2022-01-10,29.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,3.3,41,2021-12-29,2022-01-10,32.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,3.3,41,2021-12-29,2022-01-10,28.0,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,3.3,41,2021-12-29,2022-01-10,28.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,3.3,41,2021-12-29,2022-01-10,34.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,3.3,41,2021-12-29,2022-01-10,30.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,3.3,41,2021-12-29,2022-01-10,32.4,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,3.3,41,2021-12-29,2022-01-10,27.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,3.3,41,2021-12-29,2022-01-10,30.4,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,3.3,41,2021-12-29,2022-01-10,31.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,3.3,41,2021-12-29,2022-01-10,26.3,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,3.3,41,2021-12-29,2022-01-10,36.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,3.3,41,2021-12-29,2022-01-10,32.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,3.3,41,2021-12-29,2022-01-10,34.6,West
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,3.3,41,2021-12-29,2022-01-10,35.4,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,3.3,41,2021-12-29,2022-01-10,35.4,West
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,3.3,41,2021-12-29,2022-01-10,31.7,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,3.3,41,2021-12-29,2022-01-10,33.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,3.3,41,2021-12-29,2022-01-10,36.8,West
Symptoms of Anxiety Disorder or Depressive Disorder,New York,3.3,41,2021-12-29,2022-01-10,31.4,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,3.3,41,2021-12-29,2022-01-10,29.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,3.3,41,2021-12-29,2022-01-10,24.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,3.3,41,2021-12-29,2022-01-10,32.3,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,3.3,41,2021-12-29,2022-01-10,35.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,3.3,41,2021-12-29,2022-01-10,36.8,West
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,3.3,41,2021-12-29,2022-01-10,29.1,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,3.3,41,2021-12-29,2022-01-10,35.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,3.3,41,2021-12-29,2022-01-10,29.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,3.3,41,2021-12-29,2022-01-10,28.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,3.3,41,2021-12-29,2022-01-10,31.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,3.3,41,2021-12-29,2022-01-10,35.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,3.3,41,2021-12-29,2022-01-10,34.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,3.3,41,2021-12-29,2022-01-10,34.5,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,3.3,41,2021-12-29,2022-01-10,35.4,South
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,3.3,41,2021-12-29,2022-01-10,32.7,West
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,3.3,41,2021-12-29,2022-01-10,34.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,3.3,41,2021-12-29,2022-01-10,25.5,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,3.3,41,2021-12-29,2022-01-10,33.9,West
Symptoms of Depressive Disorder,Alabama,3.3,42,2022-01-26,2022-02-07,26.1,South
Symptoms of Depressive Disorder,Alaska,3.3,42,2022-01-26,2022-02-07,24.6,West
Symptoms of Depressive Disorder,Arizona,3.3,42,2022-01-26,2022-02-07,20.9,West
Symptoms of Depressive Disorder,Arkansas,3.3,42,2022-01-26,2022-02-07,24.5,South
Symptoms of Depressive Disorder,California,3.3,42,2022-01-26,2022-02-07,23.3,West
Symptoms of Depressive Disorder,Colorado,3.3,42,2022-01-26,2022-02-07,20.0,West
Symptoms of Depressive Disorder,Connecticut,3.3,42,2022-01-26,2022-02-07,23.0,Northeast
Symptoms of Depressive Disorder,Delaware,3.3,42,2022-01-26,2022-02-07,20.7,South
Symptoms of Depressive Disorder,District of Columbia,3.3,42,2022-01-26,2022-02-07,16.2,South
Symptoms of Depressive Disorder,Florida,3.3,42,2022-01-26,2022-02-07,21.7,South
Symptoms of Depressive Disorder,Georgia,3.3,42,2022-01-26,2022-02-07,23.2,South
Symptoms of Depressive Disorder,Hawaii,3.3,42,2022-01-26,2022-02-07,21.2,West
Symptoms of Depressive Disorder,Idaho,3.3,42,2022-01-26,2022-02-07,17.0,West
Symptoms of Depressive Disorder,Illinois,3.3,42,2022-01-26,2022-02-07,23.0,Midwest
Symptoms of Depressive Disorder,Indiana,3.3,42,2022-01-26,2022-02-07,20.7,Midwest
Symptoms of Depressive Disorder,Iowa,3.3,42,2022-01-26,2022-02-07,15.0,Midwest
Symptoms of Depressive Disorder,Kansas,3.3,42,2022-01-26,2022-02-07,21.5,Midwest
Symptoms of Depressive Disorder,Kentucky,3.3,42,2022-01-26,2022-02-07,24.6,South
Symptoms of Depressive Disorder,Louisiana,3.3,42,2022-01-26,2022-02-07,28.4,South
Symptoms of Depressive Disorder,Maine,3.3,42,2022-01-26,2022-02-07,23.4,Northeast
Symptoms of Depressive Disorder,Maryland,3.3,42,2022-01-26,2022-02-07,23.2,South
Symptoms of Depressive Disorder,Massachusetts,3.3,42,2022-01-26,2022-02-07,19.0,Northeast
Symptoms of Depressive Disorder,Michigan,3.3,42,2022-01-26,2022-02-07,21.7,Midwest
Symptoms of Depressive Disorder,Minnesota,3.3,42,2022-01-26,2022-02-07,17.3,Midwest
Symptoms of Depressive Disorder,Mississippi,3.3,42,2022-01-26,2022-02-07,26.2,South
Symptoms of Depressive Disorder,Missouri,3.3,42,2022-01-26,2022-02-07,23.2,Midwest
Symptoms of Depressive Disorder,Montana,3.3,42,2022-01-26,2022-02-07,23.0,West
Symptoms of Depressive Disorder,Nebraska,3.3,42,2022-01-26,2022-02-07,21.1,Midwest
Symptoms of Depressive Disorder,Nevada,3.3,42,2022-01-26,2022-02-07,29.6,West
Symptoms of Depressive Disorder,New Hampshire,3.3,42,2022-01-26,2022-02-07,16.2,Northeast
Symptoms of Depressive Disorder,New Jersey,3.3,42,2022-01-26,2022-02-07,23.6,Northeast
Symptoms of Depressive Disorder,New Mexico,3.3,42,2022-01-26,2022-02-07,24.9,West
Symptoms of Depressive Disorder,New York,3.3,42,2022-01-26,2022-02-07,20.5,Northeast
Symptoms of Depressive Disorder,North Carolina,3.3,42,2022-01-26,2022-02-07,18.0,South
Symptoms of Depressive Disorder,North Dakota,3.3,42,2022-01-26,2022-02-07,21.2,Midwest
Symptoms of Depressive Disorder,Ohio,3.3,42,2022-01-26,2022-02-07,20.3,Midwest
Symptoms of Depressive Disorder,Oklahoma,3.3,42,2022-01-26,2022-02-07,25.1,South
Symptoms of Depressive Disorder,Oregon,3.3,42,2022-01-26,2022-02-07,25.0,West
Symptoms of Depressive Disorder,Pennsylvania,3.3,42,2022-01-26,2022-02-07,21.7,Northeast
Symptoms of Depressive Disorder,Rhode Island,3.3,42,2022-01-26,2022-02-07,20.7,Northeast
Symptoms of Depressive Disorder,South Carolina,3.3,42,2022-01-26,2022-02-07,20.0,South
Symptoms of Depressive Disorder,South Dakota,3.3,42,2022-01-26,2022-02-07,16.9,Midwest
Symptoms of Depressive Disorder,Tennessee,3.3,42,2022-01-26,2022-02-07,25.5,South
Symptoms of Depressive Disorder,Texas,3.3,42,2022-01-26,2022-02-07,23.2,South
Symptoms of Depressive Disorder,Utah,3.3,42,2022-01-26,2022-02-07,19.8,West
Symptoms of Depressive Disorder,Vermont,3.3,42,2022-01-26,2022-02-07,17.5,Northeast
Symptoms of Depressive Disorder,Virginia,3.3,42,2022-01-26,2022-02-07,21.4,South
Symptoms of Depressive Disorder,Washington,3.3,42,2022-01-26,2022-02-07,22.6,West
Symptoms of Depressive Disorder,West Virginia,3.3,42,2022-01-26,2022-02-07,27.4,South
Symptoms of Depressive Disorder,Wisconsin,3.3,42,2022-01-26,2022-02-07,21.8,Midwest
Symptoms of Depressive Disorder,Wyoming,3.3,42,2022-01-26,2022-02-07,23.8,West
Symptoms of Anxiety Disorder,Alabama,3.3,42,2022-01-26,2022-02-07,30.4,South
Symptoms of Anxiety Disorder,Alaska,3.3,42,2022-01-26,2022-02-07,27.4,West
Symptoms of Anxiety Disorder,Arizona,3.3,42,2022-01-26,2022-02-07,26.1,West
Symptoms of Anxiety Disorder,Arkansas,3.3,42,2022-01-26,2022-02-07,34.4,South
Symptoms of Anxiety Disorder,California,3.3,42,2022-01-26,2022-02-07,28.4,West
Symptoms of Anxiety Disorder,Colorado,3.3,42,2022-01-26,2022-02-07,25.4,West
Symptoms of Anxiety Disorder,Connecticut,3.3,42,2022-01-26,2022-02-07,26.4,Northeast
Symptoms of Anxiety Disorder,Delaware,3.3,42,2022-01-26,2022-02-07,29.5,South
Symptoms of Anxiety Disorder,District of Columbia,3.3,42,2022-01-26,2022-02-07,23.7,South
Symptoms of Anxiety Disorder,Florida,3.3,42,2022-01-26,2022-02-07,27.9,South
Symptoms of Anxiety Disorder,Georgia,3.3,42,2022-01-26,2022-02-07,25.5,South
Symptoms of Anxiety Disorder,Hawaii,3.3,42,2022-01-26,2022-02-07,29.0,West
Symptoms of Anxiety Disorder,Idaho,3.3,42,2022-01-26,2022-02-07,23.3,West
Symptoms of Anxiety Disorder,Illinois,3.3,42,2022-01-26,2022-02-07,27.8,Midwest
Symptoms of Anxiety Disorder,Indiana,3.3,42,2022-01-26,2022-02-07,25.2,Midwest
Symptoms of Anxiety Disorder,Iowa,3.3,42,2022-01-26,2022-02-07,21.4,Midwest
Symptoms of Anxiety Disorder,Kansas,3.3,42,2022-01-26,2022-02-07,25.7,Midwest
Symptoms of Anxiety Disorder,Kentucky,3.3,42,2022-01-26,2022-02-07,29.4,South
Symptoms of Anxiety Disorder,Louisiana,3.3,42,2022-01-26,2022-02-07,29.3,South
Symptoms of Anxiety Disorder,Maine,3.3,42,2022-01-26,2022-02-07,27.9,Northeast
Symptoms of Anxiety Disorder,Maryland,3.3,42,2022-01-26,2022-02-07,25.4,South
Symptoms of Anxiety Disorder,Massachusetts,3.3,42,2022-01-26,2022-02-07,26.7,Northeast
Symptoms of Anxiety Disorder,Michigan,3.3,42,2022-01-26,2022-02-07,26.9,Midwest
Symptoms of Anxiety Disorder,Minnesota,3.3,42,2022-01-26,2022-02-07,21.3,Midwest
Symptoms of Anxiety Disorder,Mississippi,3.3,42,2022-01-26,2022-02-07,33.7,South
Symptoms of Anxiety Disorder,Missouri,3.3,42,2022-01-26,2022-02-07,26.2,Midwest
Symptoms of Anxiety Disorder,Montana,3.3,42,2022-01-26,2022-02-07,29.2,West
Symptoms of Anxiety Disorder,Nebraska,3.3,42,2022-01-26,2022-02-07,23.7,Midwest
Symptoms of Anxiety Disorder,Nevada,3.3,42,2022-01-26,2022-02-07,31.1,West
Symptoms of Anxiety Disorder,New Hampshire,3.3,42,2022-01-26,2022-02-07,20.8,Northeast
Symptoms of Anxiety Disorder,New Jersey,3.3,42,2022-01-26,2022-02-07,30.7,Northeast
Symptoms of Anxiety Disorder,New Mexico,3.3,42,2022-01-26,2022-02-07,29.4,West
Symptoms of Anxiety Disorder,New York,3.3,42,2022-01-26,2022-02-07,26.1,Northeast
Symptoms of Anxiety Disorder,North Carolina,3.3,42,2022-01-26,2022-02-07,25.1,South
Symptoms of Anxiety Disorder,North Dakota,3.3,42,2022-01-26,2022-02-07,24.1,Midwest
Symptoms of Anxiety Disorder,Ohio,3.3,42,2022-01-26,2022-02-07,23.1,Midwest
Symptoms of Anxiety Disorder,Oklahoma,3.3,42,2022-01-26,2022-02-07,29.9,South
Symptoms of Anxiety Disorder,Oregon,3.3,42,2022-01-26,2022-02-07,32.0,West
Symptoms of Anxiety Disorder,Pennsylvania,3.3,42,2022-01-26,2022-02-07,27.0,Northeast
Symptoms of Anxiety Disorder,Rhode Island,3.3,42,2022-01-26,2022-02-07,25.4,Northeast
Symptoms of Anxiety Disorder,South Carolina,3.3,42,2022-01-26,2022-02-07,26.0,South
Symptoms of Anxiety Disorder,South Dakota,3.3,42,2022-01-26,2022-02-07,23.8,Midwest
Symptoms of Anxiety Disorder,Tennessee,3.3,42,2022-01-26,2022-02-07,29.0,South
Symptoms of Anxiety Disorder,Texas,3.3,42,2022-01-26,2022-02-07,28.3,South
Symptoms of Anxiety Disorder,Utah,3.3,42,2022-01-26,2022-02-07,24.2,West
Symptoms of Anxiety Disorder,Vermont,3.3,42,2022-01-26,2022-02-07,29.3,Northeast
Symptoms of Anxiety Disorder,Virginia,3.3,42,2022-01-26,2022-02-07,26.4,South
Symptoms of Anxiety Disorder,Washington,3.3,42,2022-01-26,2022-02-07,27.6,West
Symptoms of Anxiety Disorder,West Virginia,3.3,42,2022-01-26,2022-02-07,30.5,South
Symptoms of Anxiety Disorder,Wisconsin,3.3,42,2022-01-26,2022-02-07,26.1,Midwest
Symptoms of Anxiety Disorder,Wyoming,3.3,42,2022-01-26,2022-02-07,30.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,3.3,42,2022-01-26,2022-02-07,33.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,3.3,42,2022-01-26,2022-02-07,33.4,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,3.3,42,2022-01-26,2022-02-07,31.5,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,3.3,42,2022-01-26,2022-02-07,38.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,California,3.3,42,2022-01-26,2022-02-07,32.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,3.3,42,2022-01-26,2022-02-07,28.5,West
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,3.3,42,2022-01-26,2022-02-07,32.3,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,3.3,42,2022-01-26,2022-02-07,33.4,South
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,3.3,42,2022-01-26,2022-02-07,27.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,3.3,42,2022-01-26,2022-02-07,32.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,3.3,42,2022-01-26,2022-02-07,31.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,3.3,42,2022-01-26,2022-02-07,33.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,3.3,42,2022-01-26,2022-02-07,26.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,3.3,42,2022-01-26,2022-02-07,32.6,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,3.3,42,2022-01-26,2022-02-07,29.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,3.3,42,2022-01-26,2022-02-07,24.5,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,3.3,42,2022-01-26,2022-02-07,29.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,3.3,42,2022-01-26,2022-02-07,33.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,3.3,42,2022-01-26,2022-02-07,35.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,3.3,42,2022-01-26,2022-02-07,31.3,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,3.3,42,2022-01-26,2022-02-07,31.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,3.3,42,2022-01-26,2022-02-07,30.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,3.3,42,2022-01-26,2022-02-07,32.0,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,3.3,42,2022-01-26,2022-02-07,24.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,3.3,42,2022-01-26,2022-02-07,37.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,3.3,42,2022-01-26,2022-02-07,31.4,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,3.3,42,2022-01-26,2022-02-07,33.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,3.3,42,2022-01-26,2022-02-07,28.3,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,3.3,42,2022-01-26,2022-02-07,37.0,West
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,3.3,42,2022-01-26,2022-02-07,23.9,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,3.3,42,2022-01-26,2022-02-07,34.9,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,3.3,42,2022-01-26,2022-02-07,34.8,West
Symptoms of Anxiety Disorder or Depressive Disorder,New York,3.3,42,2022-01-26,2022-02-07,29.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,3.3,42,2022-01-26,2022-02-07,28.0,South
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,3.3,42,2022-01-26,2022-02-07,30.0,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,3.3,42,2022-01-26,2022-02-07,26.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,3.3,42,2022-01-26,2022-02-07,33.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,3.3,42,2022-01-26,2022-02-07,37.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,3.3,42,2022-01-26,2022-02-07,31.7,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,3.3,42,2022-01-26,2022-02-07,27.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,3.3,42,2022-01-26,2022-02-07,29.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,3.3,42,2022-01-26,2022-02-07,27.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,3.3,42,2022-01-26,2022-02-07,33.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,3.3,42,2022-01-26,2022-02-07,32.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,3.3,42,2022-01-26,2022-02-07,28.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,3.3,42,2022-01-26,2022-02-07,31.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,3.3,42,2022-01-26,2022-02-07,29.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,3.3,42,2022-01-26,2022-02-07,32.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,3.3,42,2022-01-26,2022-02-07,36.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,3.3,42,2022-01-26,2022-02-07,28.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,3.3,42,2022-01-26,2022-02-07,33.0,West
Symptoms of Depressive Disorder,Alabama,3.4,43,2022-03-02,2022-03-14,26.4,South
Symptoms of Depressive Disorder,Alaska,3.4,43,2022-03-02,2022-03-14,22.4,West
Symptoms of Depressive Disorder,Arizona,3.4,43,2022-03-02,2022-03-14,25.0,West
Symptoms of Depressive Disorder,Arkansas,3.4,43,2022-03-02,2022-03-14,28.4,South
Symptoms of Depressive Disorder,California,3.4,43,2022-03-02,2022-03-14,22.7,West
Symptoms of Depressive Disorder,Colorado,3.4,43,2022-03-02,2022-03-14,18.8,West
Symptoms of Depressive Disorder,Connecticut,3.4,43,2022-03-02,2022-03-14,17.1,Northeast
Symptoms of Depressive Disorder,Delaware,3.4,43,2022-03-02,2022-03-14,14.5,South
Symptoms of Depressive Disorder,District of Columbia,3.4,43,2022-03-02,2022-03-14,19.8,South
Symptoms of Depressive Disorder,Florida,3.4,43,2022-03-02,2022-03-14,19.8,South
Symptoms of Depressive Disorder,Georgia,3.4,43,2022-03-02,2022-03-14,21.2,South
Symptoms of Depressive Disorder,Hawaii,3.4,43,2022-03-02,2022-03-14,18.5,West
Symptoms of Depressive Disorder,Idaho,3.4,43,2022-03-02,2022-03-14,18.3,West
Symptoms of Depressive Disorder,Illinois,3.4,43,2022-03-02,2022-03-14,22.8,Midwest
Symptoms of Depressive Disorder,Indiana,3.4,43,2022-03-02,2022-03-14,20.8,Midwest
Symptoms of Depressive Disorder,Iowa,3.4,43,2022-03-02,2022-03-14,21.3,Midwest
Symptoms of Depressive Disorder,Kansas,3.4,43,2022-03-02,2022-03-14,21.4,Midwest
Symptoms of Depressive Disorder,Kentucky,3.4,43,2022-03-02,2022-03-14,23.1,South
Symptoms of Depressive Disorder,Louisiana,3.4,43,2022-03-02,2022-03-14,26.1,South
Symptoms of Depressive Disorder,Maine,3.4,43,2022-03-02,2022-03-14,19.4,Northeast
Symptoms of Depressive Disorder,Maryland,3.4,43,2022-03-02,2022-03-14,18.3,South
Symptoms of Depressive Disorder,Massachusetts,3.4,43,2022-03-02,2022-03-14,19.8,Northeast
Symptoms of Depressive Disorder,Michigan,3.4,43,2022-03-02,2022-03-14,19.2,Midwest
Symptoms of Depressive Disorder,Minnesota,3.4,43,2022-03-02,2022-03-14,19.2,Midwest
Symptoms of Depressive Disorder,Mississippi,3.4,43,2022-03-02,2022-03-14,27.6,South
Symptoms of Depressive Disorder,Missouri,3.4,43,2022-03-02,2022-03-14,22.3,Midwest
Symptoms of Depressive Disorder,Montana,3.4,43,2022-03-02,2022-03-14,15.8,West
Symptoms of Depressive Disorder,Nebraska,3.4,43,2022-03-02,2022-03-14,20.9,Midwest
Symptoms of Depressive Disorder,Nevada,3.4,43,2022-03-02,2022-03-14,23.1,West
Symptoms of Depressive Disorder,New Hampshire,3.4,43,2022-03-02,2022-03-14,18.8,Northeast
Symptoms of Depressive Disorder,New Jersey,3.4,43,2022-03-02,2022-03-14,19.3,Northeast
